id;language;review_full;aspect_manuel;sentiment_manuel
en_0313894;en;"Brighter than I expected

Bright light, holds charge well";Qualité;2
en_0604287;en;"Not sure if these are Hanes... ugh

These run small. I’ve bought from my local store and they fit perfectly and are super soft. These are stiff and tiny!!! I don’t think they are real Hanes.";Qualité;1
en_0643575;en;"Noice

Bought the reduced cost one. My BF and I use it daily, and we’ve owned it for a handful of months now.";Prix;1
en_0862972;en;"Didn't last long.

The charging plug in has already died. It only worked a couple of months. The cord works with another base.";Qualité;0
en_0109833;en;"Asics running shoes always fit well and feel good starting with the first stride of the first run

Asics running shoes always fit well and feel good starting with the first stride of the first run. These are no exception.";Qualité;2
en_0935060;en;"Mine hardly smelled and they didn’t last

These don’t smell that much, don’t last long at all. I don’t know what these other reviewers got, but mine were not good";Qualité;0
en_0268137;en;"Love these on my SKX

Very comfortable. Seems to be high quality. Looks great. Will but again.";Qualité;2
en_0195683;en;"Sandpaper sheets

Feels like sand paper.";Qualité;1
en_0920463;en;"Waste of Money :(

Even if you put 3 stickers together, the headset still falls off your ear";Prix;0
en_0868456;en;"Return to sender

Way too small and I bought an xl and I’m a size 6";Service;0
en_0272236;en;"Looks great, nightmare to assemble

Once it is up and installed, it is a great looking piece, especially for the price. Assembly is a nightmare. The estimates are way off. You can put this together in an afternoon. And by afternoon I mean 4-6 hours. It comes with the center ball portion, with the light fixtures attached. And with a couple of hundred of the spikes (in two different lengths). Study the instructions closely and review the pictures here on Amazon to ensure that you're placing the spikes in the correct order (short/long) to reach the desired outcome. The center ball has the holes drilled and threaded, as well as the spikes have their ends threaded. That's good. What's bad: the painting/powder coating fills in the threads. This makes the spikes not fit in 90% of the holes. A tap is provided, but that means tediously re-tapping the threads on all 120 holes for the spikes. Oh, and you can't tap the holes next to the lights, because you cannot rotate the tap with the lights in the way. The spikes are so small in diameter that it is hard to get a strong enough grip on them to screw them into the base. I ended up with blisters on my fingertips from screwing in all the spikes. It looks great once it is up though, and I get a ton of complements on it.";Prix;1
en_0687452;en;"Not Even 3 weeks old & Filled With Rust Spots

So disappointed in this had high hopes. This was not even 3 weeks old. Didn't even use it everyday. When I did I dried the inside with a towel or paper towels. Very difficult to dry, you need to stick something in there to move the towel around because your hand will not fit. At $50 these should not rust. I have returned it. I ended up going with the Secura temperature control for the same price.";Prix;0
en_0496942;en;"Great

Go with the size you always get for dresses. I got a size bigger because I was worried of it being too tight. It’s still great just need to trust instinct";Qualité;2
en_0271905;en;"Great bulb

Great bulb! Was looking at a dusk to dawn photo sensor for a outdoor lamp and found this bulb. No need to mess with the wiring and you get the same affect.";Qualité;2
en_0205362;en;"Color was off, but a decent dress for the price.

Overall, I’m happy with this dress. Just a few things I don’t like - first; the color was not what I was expecting. I ordered dark green, and in the picture it looks more of a deep, Forrest green. The dress that came just just a plain green. A little brighter than I wanted. But I’ll still make use of it. Also - the length of the dress is not even. One side is SLIGHTLY longer than the other. You can’t really tell when I’m wearing it, but when it’s (straight) on the hanger, I can tell. Lastly, the material is a little thin. It doesn’t matter much, and it’s nice and light for summertime, but when I wear it with nothing under, my husband says he can see my thong. So I wear a spaghetti strap tank top underneath (the kind that’s long enough to cover a bit of my butt), and it solves the problem. Overall, a decent buy.";Prix;1
en_0624210;en;"Fit nicely and feel good!

Like very much, and they do not stretch in a permanent way as does cotton. Nice fit and great buy as to value.";Prix;2
en_0183689;en;"Don’t dry it!

Cute, flowy dress! And it has pockets! It’s comfortable and the color is pretty. I accidentally dried it even though the tag says hang to dry. I re-washed it and fingers crossed it’ll be ok. If not, I’ll order a new one!";Qualité;2
en_0313599;en;"Great amiibo display

I wanted a space-conscious shelf to display my growing amiibo collection and this works really well for it. I’d say it holds 9 comfortably.";Qualité;2
en_0836549;en;"Horrible packaging

Product came as advertised. Packaging was very poor, shoddy. 2 caps broken and unable to use after opening sealed top. Contents did not spill but I was surprised I didn’t have a mess on my doorstep when I saw the box.";Livraison;0
en_0249279;en;"Cute, fun, broken.

Over all this was a good buy but the all broke easily and for a few extra bucks I would recommend the Melissa and Doug brand I own them booth and the M&D is a better quality!";Qualité;2
en_0749178;en;"Unfortunately I'm not completely satisfied with this shirt

Unfortunately I'm not completely satisfied with this shirt. The graphic print is pixelated kind of has a blur to it. I have a long torso and the shirt comes short so I keep pull it down. Thirdly it doesn't really fit around the neck to well. The neck area of the shirt fits low like how a woman's shirt would.";Qualité;1
en_0007817;en;"Comfortably, but easily snags

This robe is exactly what I wanted - snuggly and warm for winter. The S/M fits me perfectly (I'm 5'3"", 125 lbs). I've washed it once and it held up. I love everything about it except that it snags VERY easily. Every couple of weeks I have to go over it with a scissors to keep it from looking so shaggy. I've only had it for two months and hate to think what it will be like in a year! Maybe it snags so easily because the texture is very soft? I don't know.";Qualité;2
en_0582451;en;"Perfect

Used this at my wedding";Qualité;2
en_0434378;en;"Strands coming out of the shorts

After going through all the reviews, I bought this two-piece. Ordered a L size. The fit is perfect. I wore it just for a day and threads started coming out of the shorts. Did anyone else face the same problem? Attaching a couple of photos.";Qualité;2
en_0908473;en;"it works until it doesn't the misters get stopped up constantly

costs to much for what you get";Qualité;1
en_0672528;en;"Product review

I thought I would get one of each color. I got one pink and three silver. I feel magical when using them and like how they are gel pens";Qualité;2
en_0766428;en;"DO NOT BUY

Purchased on April 5, 2018, used twice and the stripping blades are already BENT (will not mate). We compared these to a set of Kleins my buddy had in his tool bag and there's definitely something fishy about the ""metal"" these are made from. His Klein pair have thicker metal and will NOT budge when we tried to separate the two opposing blades, while the Southwire started bending just with our hands. We guess that these Southwire strippers are NOT heat treated, just stamped and sharpened then sent out for sale. SENDING BACK FOR A REFUND";Service;1
en_0653195;en;"Impossible buttons

Looks nice, seems sturdy. But it is almost IMPOSSIBLE to press the side buttons.";Qualité;0
en_0336044;en;"Not metal!

Read the description carefully - these are PLASTIC!";Qualité;0
en_0280925;en;"Three Stars

It's OK, kind of flimsy but you get what you paid for.";Prix;2
en_0141116;en;"I'm not happy, it's hard to get the phone and it does not have a good grip

I'm not happy, it's hard to get the phone and it does not have a good grip";Qualité;1
en_0934465;en;"Go with a different brand, this one will look shabby.

Not good quality, not symmetrical, lopsided, flimsy. I want To return them, but it took me too long to open the package to inspect them! I'm super disappointed.";Service;0
en_0966994;en;"Not that great

Can't go very far or it sounds like I'm under water.. Gets static sounding for the customer if I go more than 2 rows away from my desk in the call center.. Hard to hear the customer when the volume is all the way up.";Service;2
en_0671016;en;"Good set for the price. Not quite Olympic athlete grade, but good for your average bear

Swim cap works alright. Hair got damp, but it's tough to find a cap that will keep your hair 100% dry, so - shrug. The goggles are pretty cool. Again, typical issues - very minimal fogging and leaking over time.";Prix;1
en_0529079;en;"Stops working after a while....

After 3 months of normal using, now it stops working. For $11 a better quality product is expected.";Qualité;2
en_0092510;en;"Very Useful

Very handy. Easy to use. The lid keeps your beads separated IF you make sure it’s on all the way. It’s very easy to think it’s on but loose enough the beads can move around.";Qualité;2
en_0842955;en;"DO NOT BUY

I never received my order and I have tried contacting the seller multiple times with no answer DO NOT BUY FROM THIS SELLER";Qualité;1
en_0335574;en;"cute tree skirt

Looks nice and cute with my Christmas tree. Good for kids play. I love the Santa design but there is glue left on the skirt. Except that this skirt is prefect for this price.";Prix;2
en_0068870;en;"I bought two of these cutting boards and at first ...

I bought two of these cutting boards and at first use I had to trash them. See photo. Chopped some vegetables up and this is what happened to BOTH boards. Very unsafe also for your food. Don't buy";Qualité;0
en_0295260;en;"No good for Motorola phones

Wouldn't hook to a Moto Z Force, like they're other products. Returned for refund";Service;0
en_0808577;en;"Toy smaller than I wanted

No hassle shipping. The toy is smaller than expected. Would like bigger.";Qualité;1
en_0460448;en;"They are advertising the wrong items

They sent me the wrong snowsuit twice!!";Qualité;0
en_0503678;en;"Detailing has problems

Beautiful knife but not clean work on details";Qualité;2
en_0429705;en;"Not a Wrinkle Preventer

Used this for a weekend trip and packed one blazer and dress shirt. I was pretty hyped about this bag because I did not like lugging around a traditional garment bag plus a second bag of other items for a 2-3 day trip. Much to my dismay when I unpacked my dress clothes, they were incredibly wrinkled. I think had I balled them up inside the bag they would have been better off than how they were after traveling. You can see the end result in the attached photos. I’m going to try some other packing methods since I love this concept, but disappointed at the current level of wrinkles.";Qualité;1
en_0677583;en;"Worst muffin I've ever eaten

With shipping and tax ,this cost me almost $30, for the most awful muffin I've ever had in my life... incredibly salty (despite no added salt to the mix), bitter, mushy texture.";Prix;0
en_0154554;en;"Not the greatest...

Short battery life, it’s slightly crooked and is already cracked right where the attachment is. Disappointed.";Qualité;1
en_0841194;en;"Some finishing work required.

Feels like I bought a knife kit more than a finished product. Handle is roughly shaped and poorly fit to the liners & bolster. Blades are sharp but sloppily ground. With some sandpaper, a wet stone and some WD40, this ought to make a descent knife. Just glad I looked before wrapping it up for Christmas.";Qualité;1
en_0083547;en;"TENS unit with sll the bells and whistles

This unit works very well. It has all the bells and whistles, yet is compact and easy to understand. I can recommend it.";Qualité;2
en_0803219;en;"Probably works well; I can't get beyond the imperfection in the surface

I was willing to pay a little more to get a great quality travel mug. I will never know if the mug itself was a good value. The chip in the color (a thin film surrounding the mug?) upon arrival convinced me that it could never hold up to how I will treat it. Bummer.";Prix;2
en_0043469;en;"For those who want more.

I truly must have book for those seeking to expand their spiritual understanding on the happy road of destiny.";Qualité;2
en_0058697;en;"Four Stars

Top of grips by triggers gets deformed and grips feel a little spikey";Qualité;2
en_0306125;en;"What happened to the flavor?

Not sure what happened to this product. Been using it for a couple years and now tastes something like water that say years in a hot warehouse.";Qualité;1
en_0036918;en;"Two Stars

WERE IMPROPERLY SEWEN";Qualité;1
en_0058762;en;"Nice- but check the fasteners

Love the look. Just be careful and make certain the included hardware isn’t too long for your cabinets. We had to buy shorter fasteners to install these pulls. The included fasteners were too long and would have pierced the cabinet front.";Qualité;2
en_0971406;en;"Very disappointed.

These sunglasses are not polarized. Very disappointed.";Qualité;0
en_0634264;en;"Waste of Money

The bottle was so tiny, I could hardly manage it and the product did nothing.";Prix;0
en_0535228;en;"Does not work. Constantly shows that it is offline ...

Does not work. Constantly shows that it is offline. My SIM card is compatible with a 2g network, I’ve put it in the car and rode around with it... it still says offline. The English version on the desktop site doesn’t even recognize the password, but the Asian site does. Go figure, I can’t read it! It still says my units is in China on top of everything else. I can’t find any website to contact customer support. Somebody tell me something or I’m returning it";Service;1
en_0730930;en;"Small in diameter

Pretty but I couldn't get the center bracket installed and the rod sags. Wish I had paid more attention to the diameter of the rod.";Prix;1
en_0905017;en;"No clumps. Great volume!

Exactly as described! I love this mascara. It adds beautiful volume without clumping. Quick delivery and lovely sample pack included.";Qualité;2
en_0108036;en;"Two Stars

It did not do a thorough job as advertised.";Qualité;1
en_0075150;en;"Great and at an amazing price

These glasses are great, very comfortable and I'm glad I bought them.";Prix;2
en_0917466;en;"pretty powerful

I have this thing pump water 5 foot back into my tank on the lowest setting and it just about drains my sump i had to raise my water level to keep this beast happy!";Qualité;2
en_0372679;en;"Comfortable shoe.

Well made shoe, and very comfortable. I didn't like how my toes (especially big toe) showed so prominently through the thin material in the front though.";Qualité;2
en_0717794;en;"NOT happy with my purchase!

My pecans are dry, not oily at all. I am very disappointed and I have no recourse ??? Based on the other reviews, I bought 5 lbs of dry pecans I could have gotten at the grocery store!";Qualité;0
en_0086712;en;"SCAM

I DID NOT RECIEVE MY WARRANTY!!!";Service;1
en_0463098;en;"Cheap not worth the money

Not happy with product";Prix;0
en_0143887;en;"Convenient Size

I like the overall size of the wallet and the look/feel. I only gave three stars because the plastic card slots have torn out very easily and the zipper has separated several times.";Qualité;1
en_0482776;en;"This ride on toy is too small for my 2 ...

This ride on toy is too small for my 2 year old. Packaging indicates ages 1 to 6 year old. Not true.";Qualité;0
en_0701238;en;"Lids don’t fit!

The lids were not even the right size.";Qualité;2
en_0531524;en;"Two Stars

not sure if this batch was bad but doesnt taste the same as the other's i've ordered.";Qualité;0
en_0542177;en;"Not the same as pictured.

Product works fine, I just took one star off because the picture shows a 90 degree USB, and mine was a straight plug. Works, but would look better with the 90 degree plug.";Qualité;2
en_0287797;en;"Reasonable value for the price.

A little smaller than expected but I'm pleased with the jars. They were packaged well. The glass is thick and durable. They seem airtight but that's not a concern for me.";Prix;1
en_0131049;en;"Display Box Shipping

The Fram air filter was... well, its an air filter. The negative side is that the recent new packaging technique Amazon is using by simply slapping a label on the manufacturer's box. The filter I just received was in a very thin display box. It arrived with the filter having been bent in shipping and the box totally destroyed on both ends. There was not even tape on either end of the box lid to prevent the item from falling out. Obviously, it had. I do realize that packaging and shipping is a major cost in selling products. However, if the manufacture does not provide adequate protection for shipping, it should either be available in a consolidated order, or a shipping charge applied to cover the cost. Either way, shipping in display boxes is NOT adequate for shipping damage protection.";Livraison;1
en_0292541;en;"Poor quality

Cheap Quality, broke in 2 weeks. We also purchased a seperate universal train set to add trains and they don't line up with the tracks.";Prix;1
en_0712958;en;"Eh

Leaves are smaller then expected but still usable.";Qualité;1
en_0959620;en;"seller distribution issues

Sent pink. I do not understand why this keeps happening. Other customers said this happened to them, but I thought they would have resolved this by the time I placed my order.";Qualité;0
en_0032214;en;"Not Bad, Kind of Messy. Stores well.

Can be difficult to measure batter to avoid expansion/overflow. Tough to clean. Extra nub from spout is a little annoying, but waffles taste good!";Qualité;1
en_0788988;en;"Look great!

Hold up well and do the job!";Qualité;2
en_0368491;en;"Good case though

Keyboard doesn’t work. Good case though.";Qualité;2
en_0337458;en;"Great holster !

Quality materials, good craftsmanship & made in the USA. Love it ! ( My SP101 fits very nicely. )";Qualité;2
en_0650532;en;"Not what I expected.

Once refrigerated the cool felt good however I didn't notice a difference in my eye bags.";Qualité;2
en_0328350;en;"Does not work well

Does not work very well";Qualité;2
en_0685453;en;"small and bright

lights up when power goes out to help you find it. strong beam and lasts a long time.";Qualité;2
en_0421260;en;"Hoping a bit more charging will help

One string is working quite well (of course, this is only the second night), but the other stayed on for only a very short time (as in minutes). They are on holly bushes that are next to each other, so the light for charging should be about the same for each string. I am hoping the second string just needs a bit more time to charge; by tomorrow night I should know. I really don't want to have to take these down and return them, as I DO like them. They are bright enough and convenient. We live in the country without street lights, so I can't tell how these would work in an environment where they might not stand out as readily; here they are nice though. They are convenient. I've never wanted to drag an electric cord 200 feet to those holly bushes. If this works out, I have my eye on some evergreens in the yard, too :) . UPDATE: I tried different brands this year, on different areas of the yard. These have worked the best. None of the brands stayed on for more than a few hours, but these have been the best of the ones I've tried.";Service;2
en_0503134;en;"Leaks leaks leaks

Cup leaks constantly even When fully closed. If I could give it zero stars I would. Do not recommend at all";Qualité;1
en_0769612;en;"one collar malfunctions

These work ok and have a decent distance. The dogs quickly learned to obey at the beep and I rarely need the other two functions. However, one of the collars after the second charge would not charge nor would it turn off. I had to let the battery die completely before I could charge it. After approximately 6 charges to both collars the charger became loose and you really have to fiddle with it and prop up the collar and weigh down the cord in order to get it to charge... they both charge, but you should just be able to plug it in and not worry about it until it's fully charged.";Qualité;1
en_0814540;en;"not my favorite

They are ok.. not my favorite";Qualité;2
en_0479677;en;"Some markers lack pigmentation and are all water

I used this product to write my notes over on a sheet protector. Some of the markers are decently pigmented. While others work as if they have water and a hint of food coloring in them. Will not be purchasing again.";Qualité;2
en_0518193;en;"Stoped working after one year

Only had them for 1 year and not been using them maybe more than 1 times a week. After one year the sound stopped working in the right ear piece. Can anyone give me advice on how to get help. Dont seem to find it. It's over $200 dollar headphones so they should work longer than one year.";Prix;2
en_0844136;en;"I got what I paid for, well made pot ...

I got what I paid for, well made pot. But I am right handed but pour with my left so went the pour area on the right side of the pot. My mistake. Lost a star for the lid handle not being insulted so you need to use a pot holder to lift the lid.";Prix;2
en_0246151;en;"Up to you mango

I took it out of the package. Was covered in dents and leaked at the top seal once I filled it with water";Qualité;2
en_0570489;en;"My dog loved it and it was cute

My dog loved it and it was cute. However, it didn't last very long before my dog ripped it into pieces. Now we have part of the body and head, a separate tail and no arms. The clicker and stuffing (minimal stuffing) was ripped out within less than 30 minutes. But the dog loves to play with the pieces!";Qualité;2
en_0654882;en;"Stylish

Great faucet. A little louder than I would like but looks and works great.";Qualité;2
en_0072135;en;"Easy to hang wreaths and pictures on your siding.

I had been wanting to hang pictures and wreaths on my porch but didn't want to use nails, putting holes in the siding. These hangers worked so well, I have repeatedly bought packs so now I have decorations on my porch, patio and the side of the house to celebrate the summer.";Qualité;2
en_0782498;en;"Wrap around.

Goes around the battery fine, it's just trying to secure the ends. I had to use 2 sided strength tape to secure the ends.";Qualité;2
en_0791235;en;"Basically worthless.

The tie cable to keep this on the pool is atleast 8 feet to short to reach the ratchet to tighten it. Basically worthless at this point, definitely won’t stay on for the winter.";Qualité;0
en_0062852;en;"Easy accurate readings, just takes a little practice

Nice to have in ear & forehead attachments for temp readings.";Qualité;2
en_0764485;en;"Super small

Why smaller then anticipated I hope my nephew doesn't break it. I felt bad giving it to him I had to buy an extra present.";Qualité;0
en_0649119;en;"great product

if I gave a 5star this would be one but nothing is perfect-lol";Qualité;2
;;;;
