id,language,text,stars,sampling_source,target_candidate,quality,price,delivery,service
en_0745132,en,"Arrived completely broken and amazon couldn’t refund

Items arrived completely smashed in the box. It was full of broken glass and amazon would not give me a refund without sending the broken pieces back. I did not feel comfortable mailing a broken box full of glass and said no, so will receive no refund.",1,enriched,service,négatif,absent,négatif,négatif
en_0382189,en,"loose handle

I really like the design of this knife, and when it arrived, it was sharp and seemed well made. Unfortunately the handle is loose (only slightly but unacceptable). I'm returning it.",2,enriched,delivery,neutre,absent,neutre,absent
fr_0316780,fr,"Si vous n'avez rien d'autre à lire...

Objectivement, c'est un livre ...long - trop bla-bla, limite mièvre - mais l'intrigue est habile car il faut lire au moins 500 pages avant de comprendre qui est le méchant. J'avais lu un autre livre de cet auteur, bien plus efficace et mieux ficelé avec des personnages plus attachants. Je mets deux étoiles pour la densité et le temps de lecture... Mais sur le fond, ça ne vaut pas grand'chose. Très déçu. Heureusement pas cher à l'achat.",2,enriched,price,négatif,positif,absent,absent
fr_0054273,fr,"produit et livraison

les produits livrés sont parfaits je n'ai à ce sujet aucun commentaire à faire, sinon continuez comme cela, quant à la livraison, il y a beaucoup à dire et c'est bien dommage, je n'avais jamais eu de problèmes avec TNT, mais aujourd'hui très en colère, la livraison a été effectuée sans aucun respect du contenu des colis, il y en avait trois, sans contrôler s'il y avait quelqu'un à la maison, et nous étions présents mon époux et moi, puisque nous avons vu le camion arrêté devant chez nous, mais au lieu de nous apporter les paquets, le livreur les a passés par-dessus la porte, haute de 1m60 si vous appelez ça du travail bien fait, c'est que vous n'êtes pas très difficile, toujours est-il qu'heureusement rien ne cassait, et cela ne m'étonne plus lorsque l'on reçoit des pots de moutarde cassés et non pris en charge pour le remboursement, c'est d'ailleurs pour cela que je ne commande plus aucun produit fragile.",4,enriched,delivery,négatif,absent,négatif,neutre
en_0596546,en,"Frustrating to assemble

First of all, this bed was the most frustrating thing I have ever had to put together. I literally wanted to take it and throw out the window. I followed the instructions and could not get the slats in properly. They kept on popping out before I could get the other rail attached. I even called a friend to come help me as this is not a one person job. She wanted to put it back in the box and return it. The only saving grace was a YouTube video I found. The only way I was able to get the slats in and that they stayed was with this video not even the same product, but hey I got it put together. Overall, I would never recommend this bed unless it's fully assembled. It's cute and that's it.",2,enriched,service,négatif,absent,absent,absent
fr_0621041,fr,"problème d'augmentation de prix presque toutes les semaines, fin de mes achats chez ce vendeur

Produit conforme à la description, déjà utilisé, prix très correct pour la qualité du produit.Envoi rapide, je recommande ce vendeur Les prix de ce vendeur augmentent rapidement, je n'achèterai plus",4,enriched,service,positif,négatif,positif,positif
en_0178702,en,"Wrong fragrance.

I revive other fragrance. One that I hate. As I don’t live at the states and shipping to Brazil is expensive, I couldn't returned because it arrive the same day my departure fly. I learn that sellers aren't trustful and can't left the shipping day for last moment.",1,enriched,delivery,absent,neutre,neutre,absent
fr_0519194,fr,"Faible qualité

Produit reçu très vite et l'image correspond bien au produit, mais la qualité ne vaut pas le prix...",3,enriched,price,neutre,négatif,positif,absent
en_0549746,en,"Wonderful customer service

When I received my original order the infuser pitcher was missing its lid. When I contacted the company they very quickly shipped out a new pitcher; no questions asked. Customer service has been outstanding with this company.",5,enriched,service,absent,absent,négatif,positif
fr_0016576,fr,"pas reçu 6 semaines après la commande !!!

pas reçu 6 semaines après la commande !!!",1,enriched,delivery,absent,absent,négatif,absent
en_0191437,en,"Good price, but dogs desensitize to the sound

Easy to set up and install, good price, small and not and eyesore. We bought it to deter our neighbor dogs from barking so much. It worked the first day, but the dogs have gotten used to it and now it seems to only deter them briefly on the first day when we change the batteries (every 2 weeks).",2,enriched,price,neutre,positif,absent,absent
fr_0122554,fr,"100 élastiques ou pas

Commande de 100 élastiques, il en manque 4... Je me doutais qu'avec autant d'élastiques il en manquerait forcément quelques uns... Le vendeur doit penser qu'on ne le verra pas ;)",4,enriched,service,absent,absent,négatif,négatif
fr_0528371,fr,"Ne pas traiter avec ce vendeur !!!!!!

Comment voulez-vous que j’évalue un produit que je n’ai pas reçu et que vous m’avez de ce fait remboursé Un peu de sérieux dans vos démarches s’il vous plaît",1,enriched,service,absent,absent,négatif,neutre
fr_0599671,fr,"Rapport qualité/prix imbattable

Particulièrement satisfait du rapport qualité/prix. Comparées à une autre marque. Montage facile sur une Citroën C4 de 2010, l’éclairage est vraiment bon",5,enriched,price,positif,positif,absent,absent
en_0078661,en,"Too noisey to sleep next to, last half as long as stated

Im very satisfied with Amazon’s customer service but the product not so much. The fan has one speed, so if its on low or high output the fan is louder then every other humidifier Ive owned. Full tank of water lasts about 9 hours on 75% setting. Try another brand, fyi....the seller I bought from was “prime” but will not take returns :( smh",2,enriched,service,négatif,absent,absent,positif
en_0736067,en,"Five Stars

Best customer service ever. Very friendly/ flexible and helpful, will for sure buy from this seller again",5,natural,none,absent,absent,absent,positif
en_0822691,en,"One Star

Stainless steel rack did not fit housing unit, contacted supplier, but got no response.",1,enriched,service,négatif,absent,absent,négatif
fr_0313597,fr,"Mecontentement

Après 2 essais de ce produit qui ont casses tous les deux au bout de 2 jours j'attend toujours le remboursement d'Amazon qui n'arrive toujours pas Attention il semble qu' amazon ne rembourse pas!!!!!!",1,enriched,service,négatif,absent,absent,négatif
fr_0859821,fr,"Decu !

Ce n'est pas mon premier doogee je pensais ne pas être déçu du rapport qualité prix mais la je suis extrêmement déçu niveaux batterie qui ne tiens pas plus de 8 h et de plus il s'eteind 4-5 fois pas jour tout seul ... Je ne recommande pas ce modèle ci !",1,enriched,price,négatif,neutre,absent,absent
fr_0314697,fr,"Gaufres épaisses, croustillantes et moelleuses comme à la fête foraine

Les gaufres sont magnifiquement épaisses et légères comme à la fête foraine. Très très bon rapport qualité prix. Juste un peu triste car il est cassé parce que je l'ai fais tombé.",5,enriched,price,neutre,positif,absent,absent
en_0629948,en,"Warm gloves

These gloves are nice and warm. They also provide a good grip to hold on to your ski poles. It comes with a small zipper compartment that I have not had much use for, but could be used for storing coins or IDs. Running under tap water they seem to be waterproof but I have not tested them outside yet. Overall, worth the price.",5,enriched,price,positif,positif,absent,absent
en_0499186,en,"First tupperware i unwrapped was chipped on the corner w/ the glass inside. EDIT -Replacement-

The first Tupperware that I unwrapped. It had a piece of glass in it already and it was because the top part was chipped. Can I get this replaced? The glass quality looks nice, but i'm sad that i won't be able to use this one for my meal prep as i don't know if more of it will continue to fall off. Edit: customer service was phenomenal and they even sent me a replacement. I really glass Tupperware, and i will say that this one is surely a keeper. The lids could be more flexible, but overall. great product!",4,enriched,service,négatif,absent,absent,positif
en_0309041,en,"Do not buy from this seller - ripoff

I was to receive a pack of 6 instead I received only 1 so I spent $10 for 1 pack. What a ripoff",1,enriched,service,absent,absent,négatif,négatif
en_0105773,en,"TERRIBLE PRODUCT & CUSTOMER SERVICE

Bought this for a 2017 Ford F-350. Terrible product. Followed instructions exactly. Vent shades do not sit correctly so that when you put your window up it keeps going back down. Returned them and the company Auto Truck Toys only refunded 50% for a restocking fee. Product doesnt work but you have to pay for the terrible design. DO NOT BUY THIS PRODUCT OR FROM THIS COMPANY. You would be just giving away your money. I give this product and company NO STARS. I had give it a star otherwise it wouldn't allow me to submit",1,enriched,service,négatif,neutre,absent,négatif
fr_0755281,fr,"HS au bout de 7 mois

déçu par la durée de vie de ce produit. A NOTER : vendeur a proposé échange. Réception du nouveau produit OK.",4,enriched,service,négatif,absent,absent,positif
fr_0658237,fr,"Pas satisfaite, espère que le vendeur va intervenir !!

Je suis très très déçue !! ... pierre du milieu pas de la même couleur (1 claire, 1 plus foncé) et en plus Mat et non brillant comme sur la photo !! En plus PAS de cabochons pour fermer la BO et une tige tordue ... si le vendeur ne fait rien .... On verra !!! Mais pour l'instant je ne le recommande pas. Cordialement",1,enriched,service,négatif,absent,absent,neutre
fr_0707120,fr,"Produit conforme

Ce petit coussin est vraiment agréable, il correspond tout à fait à ce que j'attendais. C'est vraiment très qu'il est pensé à mettre un gonfleur, c' est vraiment un plus. Tout ceci a un prix très correct. Parfait, je vous le recommande.",4,enriched,price,positif,positif,absent,absent
fr_0954605,fr,"Etait ouvert et a fuit

Je viens de recevoir l'huile essentielle et elle a fuit : elle etait mal fermé. J'attend un retour du vendeur avant d’augmenter le nombre d'etoile. En meme temps je vais la tester car je suis une habituée des HE.",2,enriched,service,absent,absent,négatif,neutre
en_0724357,en,"Five Stars

Package arrived on time and it’s just right! Worth ordering!",5,enriched,delivery,absent,neutre,positif,absent
fr_0701534,fr,"Conforme et livraison rapide

Aucun soucis produit conforme à la description, livraison très rapide (plus tôt que prévue) Vendeur sérieux je recommande sans hésitation.",5,enriched,service,positif,absent,positif,positif
en_0142890,en,"Great alternative to energy drinks

I was looking for a natural, energy support for my teen gymnast and came across this product. He really likes it and said he didn’t get the jitters like the energy drinks he had in the past. He doesn’t take this product daily but when he does he says he has increased energy and focus that helps his gymnastics. I am a repeat customer!",5,enriched,service,positif,absent,absent,absent
en_0749757,en,"Received this product and it is defective. There appears ...

Received this product and it is defective. There appears to be no ink in any of the 5 highlighters as the tips are clear, and when you try to highlight a word the ink comes out clear on the page. I attempted to get a replacement but Amazon advised that this was a third party seller, so I had to get a refund instead.",1,enriched,service,négatif,absent,neutre,neutre
fr_0788199,fr,"Pratique et peu cher

L'avantage est que l'on peut charger plusieurs manettes en même temps. Le bouton on à l'arrière est un plus.",4,enriched,price,positif,neutre,absent,absent
fr_0151903,fr,"Attention très fragile

Au bout de 5 mois de cours il est cassé. Pas du tout adapté au transport d’affaires scolaire, même pour une étudiante très soigneuse.",2,enriched,delivery,négatif,absent,absent,absent
en_0707885,en,"Great product, great price

Product was shipped on time. I used it for ratchet wrenches fit snug at first and loosened up a little. Only thing I'd like to see on this would be rings in the top corners so you could hand on a peg board.",4,enriched,price,positif,positif,absent,absent
en_0142340,en,"Very unsafe for dog, very destructible, in days

I just received this dog toy 5 days ago. It posed a very serious risk to my dog. The bristle part of this toy literally shredded in his mouth and the toy became embedded in his gums, with blood oozing all over carpet. It had to be manually dislodged from his mouth. I vacuumed up loose bristles. I am concerned that he swallowed the sharp bristles.",1,enriched,delivery,neutre,absent,neutre,absent
fr_0400801,fr,"Très bien

Très vite livré pile pareil que chez le bijoutier moins cher à voir dans le temps les autres c était un an",5,enriched,price,absent,positif,neutre,absent
en_0419258,en,"Missing in Action

Never arrived from seller.",1,enriched,delivery,absent,absent,négatif,absent
fr_0235403,fr,"Camera

livraison rapide ， petit est fonctionne bien. Installation facile et qualité d’image parfait",5,enriched,delivery,positif,absent,positif,absent
fr_0710718,fr,"Nickel

Super, Livraison dans le délai et bon rapport qualité prix.",5,enriched,price,neutre,positif,neutre,absent
en_0306156,en,"Got what I paid for... I hope.

The charms are so cheap looking. But I just wanted the chain. I broke off the charms. Their rings were easy to cut. They didn't feel like metal. But the chain looks and feels good. I hope it holds together when I load it with my own personal charms.",3,enriched,price,négatif,neutre,absent,absent
fr_0598449,fr,"Boîte arrivée abimée à 2 reprises!

le colis a été réceptionné une 1ere fois cassé. Il m'a de suite été renvoyé... à nouveau cassé. Je le transmets au vendeur qui me demande de repayer pour un envoi de la chine. Très déçue car j'avais commandé chez ce vendeur pour avoir la boîte de rangement, que finalement je n’ai pas!!!! et pour l'avoir je dois repayer alors que s'ils avaient envoyé le colis dans un bon emballage il serait arrivé sans être endommagé!",2,enriched,service,absent,absent,négatif,négatif
fr_0737216,fr,"lunette protection anti lumière bleue

bonne finition, efficace , permet de travailler face à l'écran sans fatigue visuelle, même après une conjonctivite. la paire de lunettes est d'une bonne qualité et la finition est conforme aux attentes . prix imbattable.",4,enriched,price,positif,positif,absent,absent
en_0290341,en,"Small

Overall the product was smaller than I expected and therefore I paid more for it than I would have had I seen it in person before purchasing...I think around $15 Max is a more reasonable price for this. But my kids love to build stuff! So hopefully it will be worth every penny in the long run. And they are NOT as small as Legos so less pain on your feet ;)",4,enriched,price,positif,négatif,absent,absent
en_0243727,en,"Brightness and limited controls.

The product lights aren’t very bright. I would not recommend this product to anyone. Cheap junk that needs to be removed from Amazon.",1,enriched,price,négatif,neutre,absent,absent
en_0033192,en,"Display stopped working

The clock radio was great at first but the display has stopped working after a month and a half of use. I'd be happy to change my review if the company can fix this or send a replacement. I haven't been able to contact them yet.",2,enriched,service,négatif,absent,absent,absent
fr_0132971,fr,"Babyphone

Reçu rapidement et conforme à l'image. Je cherchais un babyphone pour les grands parents et celui-là est parfait. La qualité d'image est top ainsi que le son. On peut parler et y envoyer de la musique. Niveau qualité prix je recommande sans hésiter.",5,enriched,price,positif,neutre,positif,absent
en_0270795,en,"Great buy!

I like it. Very durable and dependable for the price.",3,enriched,price,positif,positif,absent,absent
fr_0101006,fr,"Pas de NFC - Erreur dans le descriptif

J'ai acheté ce téléphone pour remplacer mon Galaxy S4 Mini. Bien recu dans les délais etc etc. Superbe téléphone MAIS manque la connectivité NFC dont j'ai absolument besoin. La connectivité NFC est listé dans le déscriptif - erreur de la part du vendeur. Echange Chat avec tech support Amazon excellente. Seul solution, retour immediat. Je suis décu par rapport au téléphone mais content du service d'Amazon.",2,enriched,service,négatif,absent,positif,positif
en_0592902,en,"Quality sight great Circle/Dot, Crosshair optics

This sight is better then I expected, Took to the range on an AR-15 9mm pistol and after 170 rounds it was still holding true to center. The seller was very responsive to questions I had about other applications. I will be looking for more really great products from this seller. You can't go wrong getting this sight.",5,natural,none,positif,absent,absent,positif
en_0765094,en,"Would love to use, but can't!

I gave this mascara 2 stars, because I would love to use it; although I cannot. The wand is in very poor condition, the brush fibers are falling off and are crushed. For $28 I am very, very disappointed. It did not appear in great, new condition when it arrived.",2,enriched,delivery,absent,absent,neutre,absent
fr_0200438,fr,"ne fonctionne pas correctement mais commerçant

J'ai monté l'écran mais il ne fonctionne pas correctement. L'écran ne répond pas aux sollicitations rapidement et bloque pour éteindre. Déçu mais le vendeur a été commerçant en me proposant le remboursement que j'ai accepté.",2,natural,none,négatif,absent,absent,positif
en_0296262,en,"satisfaction

It did not meet my expectations but I did however receive a great customer support experience therefore I’m giving it 4 stars.",4,enriched,service,négatif,absent,absent,positif
en_0710853,en,"Good value for the money

These were fabulously not bad! As others voiced they didn’t have a bad odor which was welcome. Get busy with your scissors and make ‘em fit!",4,enriched,price,négatif,neutre,absent,absent
en_0295014,en,"Very stiff, doesn’t form into wine bottles well.

The plastic is very stiff, taking away the ability to form a decent seal. Only some of the wine stoppers are useful. My husband and I sealed several bottles of wine and the next day all the air was back in the bottle. Don’t use this product on an expensive bottle of wine. The rubber needs flexibility.",1,enriched,price,absent,neutre,absent,absent
fr_0483287,fr,"incomplet

reçu ce jour avec une pièce manquante. il n'y a pas de reine noire dans mon colis j'espère que le service client vas régler le problème.",2,enriched,service,absent,absent,négatif,neutre
fr_0218990,fr,"Problème de livraison

Jamais arrivé dans ma boîte aux lettres.amazon m'a donc remboursée.dommage.je dois donc repasser commande.",1,enriched,service,absent,absent,négatif,positif
en_0610893,en,"Absolutely Delicious!

Fantastic! A new favorite with my family, and my friends!",5,natural,none,absent,absent,absent,absent
fr_0888136,fr,"terrible

le commande n'arrive pas, le vendeur ne repondre pas aux emails, toute etait terrible.",1,enriched,service,absent,absent,négatif,négatif
fr_0183215,fr,"Commande non reçue

Le colis s'est perdu mais j'ai eu droit à un remboursement du vendeur.",2,enriched,service,absent,absent,négatif,positif
en_0416941,en,"Good phone over and good

Good phone over and good price",5,enriched,price,absent,positif,absent,absent
fr_0914747,fr,"dvd ok

Promesse non tenue pour la promo 50 euros pour les premiers 100 euros de DVD. Déjà signalé même pas un appel ou un réponse d'amazon. ne concerne pas le conseiller expéditeur mais la conseillère avant expédition et le conseiller pour la réclamation. ""ne jamais faire confiance à un conseiller""!!!",4,enriched,price,absent,négatif,absent,négatif
en_0196289,en,"Condition Exactly as described

Book was exactly as described by seller. Excellent communication wrt order receipt, order shipped, and tracking number. Great resource for used textbooks as reasonable price.",5,enriched,service,positif,positif,absent,positif
en_0932719,en,"Love all their products.

I love their products & they contacted me ahead of delivery to ask me to check for frozen products. It wasn't but I appreciated the reach out. Now that I opened product it has a weird musty smell so it must have been frozen at one time. Lesson learned open straight away to check because return time frame is closed so in the garbage it goes. Again NOT companies fault.",3,enriched,service,négatif,absent,positif,positif
fr_0173837,fr,"t shirt

petit prix et bonne qualité et jolis coloris toniques je recommande cet achat t shirt idéal pour la mi saison",4,enriched,price,positif,positif,absent,absent
fr_0122030,fr,"Absence du tuyau d'alimentation

Après 2 utilisation, bon état de fonctionnement. Cependant le tuyau de transfert de carburant, présent sur les photos n'est pas fourni. J'ai choisi ce vendeur pour ce motif justement. J'attend le retour de celui ci, pour savoir si c'est une erreur ou si c'est normal. J'ai bien reçu un remboursement de 10€ donc ce vendeur est fiable dans sa gestion des réclamations.",4,enriched,service,neutre,absent,négatif,positif
en_0971959,en,"Blue speckles!

Cartridges make blue and yellow speckles on our copies when we print in color. Seller has not resolved issue.",1,enriched,service,négatif,absent,absent,négatif
fr_0329151,fr,"Vendeur à éviter!!!!

Article jamais reçu. Essai de contacter le vendeur par le biais d'Amazon mais pas de réponse. Vendeur à éviter !!!!",1,enriched,service,absent,absent,négatif,négatif
en_0598971,en,"Sent me PRENATAL PILLS. I’m a man lol

They sent me the wrong product. I tried to return or replace and the policy is no returns. There is no option to even contact the seller. Nordic Naturals better fix this",1,enriched,service,absent,absent,négatif,négatif
en_0091987,en,"Item not delivered

The order says that this item was delivered on Wednesday 19th of December, but is was not. I have not received the item that I ordered and this must be corrected immediately.",1,enriched,delivery,absent,absent,négatif,absent
en_0329348,en,"Came leaking, got oil all over my other item ...

Came leaking, got oil all over my other item. Almost 1/3 of it gone. It’s not a cheap item, so just not please with the condition I received it.",2,enriched,delivery,absent,neutre,négatif,absent
en_0570047,en,"Pump was broken

Pump was broken when I received it.",3,enriched,delivery,négatif,absent,neutre,absent
en_0825976,en,"Not worth it. Didn't worked for me.

Didn't worked. Just using the USB cable. Charger is bad.",1,enriched,price,négatif,négatif,absent,absent
en_0412303,en,"Convenient but strange flavor

I was hoping for something that would be easy to take to work and heat up on the go, but this just didn't really cut it. The flavor is very strange and somewhat rancid. I almost threw it away after the first couple of bites. The only thing positive I can say about it is that it is very convenient and easy to get heated up, but besides that, I don't think it is worth it at all.",2,enriched,price,neutre,neutre,absent,absent
fr_0016322,fr,"Lunettes de soleil vintage

Livrer rapidement et belle paire de lunette femme vintage conforme a la photo Merçi.vendeur serieux je recommande Superbe transaction et choix des couleurs.",4,enriched,service,positif,absent,positif,positif
fr_0140384,fr,"Utile

Reçu en parfaite état et utilisation parfaite, aucun problème constaté. Je conseil l'achat de cette article. Vous pouvez l'acheter les yeux fermés.",5,enriched,delivery,positif,absent,neutre,absent
en_0276422,en,"Ok movie

The story was pretty weak but the action was good.",2,natural,none,négatif,absent,absent,absent
fr_0382553,fr,"Très résistant aux couleurs très tendances

Je suis ravie et surtout rassurée maintenant plus de deux mois d'utilisation plusieurs fois tombée et la tablette n'a rien À savoir que j'ai également installer un film en verre trempé car on achète pas tous les jours un achat de tablette La poignée est très pratique pour le transport et de s'en servir comme position tv Pour le prix lancez vous",4,enriched,price,positif,neutre,absent,absent
fr_0661253,fr,"Appareil reçu incomplet.

A L'ATTENTION Du SAV Le descriptif mentionne deux accessoires :un pour faire chauffer le lait, un autre pour le faire mousser. Je n'en ai reçu qu'un (spirale). Merci d'en faire part au vendeur ou fabricant.",3,enriched,service,absent,absent,négatif,neutre
en_0034775,en,"Lumberjack in your pocket

Had to cut down a tree in my back yard and this did a fantastic job of it and turned the tree into nicely flush cut pieces I’m going to dry out and use as firewood. Keep in mind this wood was not dry and was very much green or still fresh and it even let me cut pieces up to 4 inches in diameter. I recommend this product especially for the price. We shall see if it lasts however.",4,enriched,price,absent,positif,absent,absent
fr_0001355,fr,"Pas de controle

Pile arrivée totalement déchargée ! Après montage, il a fallu démonter avec perte de temps. Testée au voltmètre = 0 V",1,enriched,delivery,absent,absent,absent,absent
en_0856221,en,"Text the seller to make sure you get the item you want and that you are paying for!

I purchased a keyed switch for my later model craftsman garden tractor. The switch worked and replaced the switch that was in my tractor. It arrived quickly. Unfortunately the item I received was different from the photograph.I paid a bit more to get the switch with white painted status symbols on the switch. I’d make sure if you purchase you check out with them what you will actually be receiving.",3,enriched,service,neutre,absent,positif,neutre
fr_0634090,fr,"Ne correspond pas

Ne correspond en rien à la description du produit qui est faite. La moustiquaire est plus petite, il n'y a pas de sac de transport comme indiqué, et de toute façon il serait impossible de la transporter vu qu'il est compliqué de la replier sans l'abimer une fois déballé. Les trou ont ont l'air trop gros pour empêcher le passage des moustiques.",3,enriched,delivery,neutre,absent,absent,absent
